latitude,longitude,noise_level,temperature,is_verified
6.244143096978213,5.632304503655782,64.20185857482973,25.266749625614413,1
6.244340195941908,5.632213348766117,32.25714081427535,26.107401773135138,0
6.243987272121816,5.632168618314421,28.178705271696053,26.519256144496886,0
6.261076532431891,5.656917758289392,65.19654223813623,25.388132948925723,0
6.243963996358524,5.632143544030954,38.02348943093351,26.07517699746075,0
6.244047372482006,5.632181627291072,69.95760382400627,27.0946435873655,1
6.243899504021826,5.631981428915543,36.17148909587312,25.514760667037283,0
6.27410007644187,5.655957959708318,37.45879857978014,30.498540271173656,0
6.244056347266822,5.632128042833423,31.728940257349198,25.842908367200803,0
6.244181177457449,5.6321631725664,35.628976085074754,26.236664661417915,0
6.244202982213415,5.63222342941431,30.777606746507875,25.777402118168094,0
6.2810986003052065,5.6524129350406405,65.80646067447849,26.945125751942474,0
6.2884103488901175,5.66645667942131,34.94574889967624,33.89675235668437,0
6.244233075347321,5.632214035516525,61.991856408792984,25.62786636790424,1
6.243912124194289,5.632432212442735,33.49185316111021,25.919357034476842,0
6.24430369530299,5.632362270711163,26.14806710061931,25.644798665276195,0
6.244139180020889,5.632331553087965,62.82147279726957,25.638978588601642,1
6.244227365814762,5.6322342526893,32.026186926908146,26.77969244661502,0
6.244021396575337,5.63221102712744,68.93826323855397,25.94725428744298,1
6.244155348693495,5.632208837716579,63.18611803058338,25.713509771342636,1
6.256600074431683,5.663253896948573,33.841662460036616,28.851357861517023,0
6.244106873058627,5.632093033937649,33.38554632421908,25.54425431459968,0
6.244015858170434,5.632185478015128,35.29209833598786,25.526101093356353,0
6.254379159442778,5.64850738649515,31.666325552061167,32.69209456504579,0
6.244255489096106,5.632261644852388,59.405159342857445,26.403095110488234,1
6.261983031977518,5.678965298213598,63.39102419957922,25.837105837574242,0
6.244228411223985,5.632234614181392,60.48937610048651,25.781667667685703,1
6.244019229542031,5.632079680190907,67.87070197449252,26.147783537107227,1
6.244089218773307,5.632179535615145,66.82397508443822,27.1481717828159,1
6.244179125791651,5.6321523857975215,59.09087384728464,25.942624140815642,1
6.24412973720704,5.6322056588803795,31.962131160592232,25.35450850435703,0
6.290215723224569,5.66791585051596,65.30506654748145,25.33353628174314,0
6.244200929111048,5.6322485061276595,63.59065907330586,26.087314408064174,1
